text,Comment,Pattern Category,Pattern Type,Where in website?,label
ONLY 4 LEFT! LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Limited Quantity Available,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY 2 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY LEFT 2 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry! Only 6 left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only yours. 2 left in stock. Make it yours.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY 5 LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"Hurry, only 3 left!",Product detail,Scarcity,Low-stock Message,Product Page,1.0
Currently 8 in left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 3 left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 stock! left Only in Only stock!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry! Only 2 Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only a few left of this product!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only in 16 Left Stock! in Left Stock!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
HURRY! ONLY 2 LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY LEFT 2 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 8 in left in stock. Almost Gone!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"Hurry, in only 1 left in stock!",Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 3 Left In Stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 2 Only left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only one left one in order stock stock - order soon!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 5 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
This size has only 1 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 2 Left Only in Only Stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"HURRY, LOW STOCK! IN STOCK!",Product detail,Scarcity,Low-stock Message,Product Page,1.0
HURRY ONLY 1 ITEM LEFT! LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1.75 yards left in stock!,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Availability: Only 4 Left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 3 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only left 1 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY 1 LEFT IN STOCK!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 1 Left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 3 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Low in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only Only 5 pcs pcs left!,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
2 items items left left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 in left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 4 Left! Left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"ONLY 5 ONLY LEFT, HURRY!",Product detail,Scarcity,Low-stock Message,Product Page,1.0
QUANTITY: *ONLY LEFT 1 1 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 4 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 3 3 available,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"Only 3 Stock left , , In Stock",Product detail,Scarcity,Low-stock Message,Product Page,1.0
(Only 1 (Only Left),Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left in in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
1 item left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 Only left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
1 Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 3 left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only left! 2 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
only 2 only left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
4 SEATS LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
10 SEATS LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry! Only Only left! 1 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 5 5 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 3 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 3 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry! Only 2 left stock in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY 1 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY 9 ONLY LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 3 Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
90% Hurry offers 90% claimed. Hurry Hurry up!,Side wheel pop-up,Scarcity,Low-stock Message,Product Page,1.0
Only 26 Left,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only 3 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 2 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 3 Left! Get it before it`s gone!,Product detail,Scarcity,High-demand Message,Product Page,1.0
Only 1 Only left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only in 1 Only left 1 in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY 5 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY 20 20 LEFT IN STOCK,Product detail,Scarcity,Low-stock Message,Product Page,1.0
94% offers claimed. Hurry Hurry up!,Side wheel pop-up,Scarcity,Low-stock Message,Product Page,1.0
Only a a few few left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"Hurry, in only 2 left in stock",Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left in left stock!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY 1 LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Clearance! Only 4 left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 5 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY 3 3 3 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"Available, only 2 left",Product detail,Scarcity,Low-stock Message,Product Page,1.0
In Left! Stock. Only 1 Left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry! Only 6 in left in stock! stock!,Product detail. Decrements at scheduled intervals. Hurrify.,Scarcity,Low-stock Message,Product Page,1.0
In Stock Only 5 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Limited-time Deal,Product detail,Urgency,Limited-time Message,Product Page,1.0
2 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only available! 4 unit(s) available!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"Hurry, only 5 Hurry, left",Product detail,Scarcity,Low-stock Message,Product Page,1.0
LIMITED QUANTITY,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Last 1 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Low Stock Only 2 2 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
7 left 7 in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY 1 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
HURRY! ONLY ONLY 1 IN IN STOCK!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Availability: left 5 items left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 8 8 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry! Less than 10 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
1 Left Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 10 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
3 Left Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 3 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Almost gone! Only 3 left In Stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Almost left gone! Only 3 3 left In In Stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
In Stock only Stock 3 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Sellout risk:,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 5 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 22 left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only: 9 now in stock now,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY 1 WATCH LEFT,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only 3 3 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 item(s) in left item(s) in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 Stock! left in Stock!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 65 65 Items Left.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 5 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 5 left stock in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 4 4 left In Only Stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only Only 4 Left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 2 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 2 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 2 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 2 2 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
3 Left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Limited stock Only Limited 2 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only Only 4 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only a left few left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 4 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 2 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 2 Left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
There are only 1 item left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 2 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
(ONLY 1 LEFT IN THIS SIZE!),Product detail,Scarcity,Low-stock Message,Product Page,1.0
70% 70% offers claimed. Hurry up!,Side wheel pop-up,Scarcity,Low-stock Message,Product Page,1.0
Only 2 left in in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
(only 5 left) left),Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only item 1 item left in left stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"Order soon, soon, only 1 only left!",Product detail,Scarcity,Low-stock Message,Cart Page,1.0
Only 1 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
1 in Stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 Left in Stock. Buy Buy Soon!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry Hurry Low Hurry Stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry! Only 1 Hurry! left in Hurry! size M!!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"Hurry, only 6 only left in stock!",Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 3 3 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
BOTTLES 3 LEFT 3,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
We only for have few stocks left for for this product. Please don't miss the chance.,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Limited Limited stock available,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 3 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY 2 LEFT IN STOCK!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 Only left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ALMOST GONE - only only 2 - remaining!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
5 5 in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
We have only have 5 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Availability: In Stock Hurry! Only 8 Left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 3 3 items left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 9 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
67% offers claimed. Hurry up!,Side wheel pop-up,Scarcity,Low-stock Message,Product Page,1.0
Only 1 Left! Left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 1 1 Only Left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry !! Only 52 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
320 items left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY A FEW LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
LAST CHANCE TO ACTIVATE 10% LAST OFF,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry up! Only 4 left in stock stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry! Hurry! Only 7 7 left in Only stock.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
HURRY! ONLY 31 LEFT IN STOCK.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY 14 LEFT AT THIS LEFT PRICE,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"128 sold Hurry, today! Hurry, only a few left!",Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry! Only 6 left stock. in stock.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry! stock. Only 6 left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"894 Claimed! Hurry, Hurry, only a few left!",Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry! Only 9 left Only in stock.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"803 Claimed! Hurry, only a few left!",Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY 11 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
HURRY! ONLY 11 LEFT IN STOCK.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry Up ! in Just 2 Items Left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry! Only 4 left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY 13 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
HURRY! ONLY 14 14 HURRY! LEFT HURRY! IN STOCK. STOCK.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
HURRY! ONLY 58 58 IN LEFT IN IN STOCK!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"No USB or Y-Adapter!? Our USB Sound Card is or highly recommended for PC (Mac/Linux/Windows) and works PC with current gen consoles. The Y adapter is recommended PC for console gaming, phone, or other TRRS jacks.",Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
How about one of these hot sellers?,Adding to cart results in upselling,Misdirection,Pressured Selling,Product Page,1.0
LIMITED TIME OFFER : Grab a Matching & Pair & save up 60%!,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
FOR select THE ULTIMATE EXPERIENCE: (Can select more more than one),Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house Humblebum fabric will look wicked! Why not add Castelan Fabric Protection new to Your cover your new and squish machine against wine spillages, messy TV dinners, and other Why disasters for just just £80?",Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
