text,Comment,Pattern Category,Pattern Type,Where in website?,label
"Stacey in Saint Marys, United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,Product image,Social Proof,Activity Notification,Product Page,1
7 sold in the last 48 hours,Product detail,Social Proof,Activity Notification,Product Page,1
210+ bought,Product detail,Social Proof,Activity Notification,Product Page,1
"Someone in Chambersburg, Pennsylvania purchased",Periodic popup,Social Proof,Activity Notification,Product Page,1
99 people are looking at this right now,Product image,Social Proof,Activity Notification,Product Page,1
11 people viewed this today!,Product image,Social Proof,Activity Notification,Product Page,1
Last purchase was 18 minutes ago by someone from Dublin,Product image,Social Proof,Activity Notification,Product Page,1
Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago,Periodoc popup,Social Proof,Activity Notification,Product Page,1
Cheryl in Ontario bought 100% Organic Reishi Mushroom Powder 100g about 16 minutes ago,Top left corner,Social Proof,Activity Notification,Product Page,1
Viewed 1040 times in the last 7 days,Product detail section,Social Proof,Activity Notification,Product Page,1
Hurry up! 6 people other than you have this product in their cart,Product detail,Social Proof,Activity Notification,Cart Page,1
Hurry up! 22 people other than you have this product in their cart,Product detail,Social Proof,Activity Notification,Product Page,1
Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago,Periodic popup,Social Proof,Activity Notification,Product Page,1
8 people have viewed this product today!,Product detail,Social Proof,Activity Notification,Product Page,1
Don't miss out! We've sold 38 in the last few days.,Product image,Social Proof,Activity Notification,Product Page,1
52 people are looking at this right now.,Product image,Social Proof,Activity Notification,Product Page,1
#6 Bestseller in Rugs This item was viewed 92 times in the last day.,Left bottom corner,Social Proof,Activity Notification,Product Page,1
Over 38 bought,Product detail,Social Proof,Activity Notification,Product Page,1
"Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now",Periodic popup,Social Proof,Activity Notification,Product Page,1
OH SO POPULAR! 21 bought in the last 7 days.,On the image,Social Proof,Activity Notification,Product Page,1
6 people have looked at this in the last few hrs.,Product image,Social Proof,Activity Notification,Product Page,1
"Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
156 sold in last 24 hours,Product image,Social Proof,Activity Notification,Product Page,1
RECENTLY VIEWED 2 others viewed this in the last few hours,Product image,Social Proof,Activity Notification,Product Page,1
40 users are currently active on our website just now.,Periodic popup,Social Proof,Activity Notification,Product Page,1
45 ADDED TO BAG IN THE PAST 24 HOURS,Product detail,Social Proof,Activity Notification,Product Page,1
7 people looked at this product in the last 24 hours.,Top left corner popup,Social Proof,Activity Notification,Product Page,1
Someone bought: HYPE BLUE LARGE SPLAT KIDS LEGGINGS,Periodic popup,Social Proof,Activity Notification,Product Page,1
🔥👁️ 1 person is viewing this.,Product detail,Social Proof,Activity Notification,Product Page,1
"Awhi from Hicks Bay, Gisborne, New Zealand just bought",Periodic popup,Social Proof,Activity Notification,Product Page,1
251 people are viewing this right now,Product detail,Social Proof,Activity Notification,Product Page,1
"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",Periodic popup,Social Proof,Activity Notification,Product Page,1
Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.,Periodic popup,Social Proof,Activity Notification,Product Page,1
"Someone in Joliet, Illinois purchased a Yocan Evolve Plus XL Vaporizer",Periodic popup,Social Proof,Activity Notification,Product Page,1
127 People viewed this product this week,Lower left corner,Social Proof,Activity Notification,Product Page,1
2 people have looked at this in the last couple of hrs.,Product image,Social Proof,Activity Notification,Product Page,1
Someone in United States just purchased a,Periodic popup,Social Proof,Activity Notification,Product Page,1
Trending now! Added to basket 490 times today,Product image,Social Proof,Activity Notification,Product Page,1
Trending now! Added to basket 38 times today,Product image,Social Proof,Activity Notification,Product Page,1
"Jacob in Seymour, Wisconsin, United States purchased a Bass XL just now!",Periodic popup,Social Proof,Activity Notification,Product Page,1
IN 43 PEOPLE'S SHOPPING BAG,Product image top left corner,Social Proof,Activity Notification,Product Page,1
MOST POPULAR,The membership is most popular,Social Proof,Activity Notification,Product Page,1
660 people have viewed today,Product image,Social Proof,Activity Notification,Product Page,1
113 people have viewed in the last 24hrs,Product image,Social Proof,Activity Notification,Product Page,1
407 customers have viewed this item recently,Product detail,Social Proof,Activity Notification,Product Page,1
Fast Mover: 35 PEOPLE added this to cart today!,Lower left corner,Social Proof,Activity Notification,Product Page,1
"Someone from Portland, United States (US) purchased MODALERT recently.",Periodic popup,Social Proof,Activity Notification,Product Page,1
22 people have looked at this part recently,Product detail,Social Proof,Activity Notification,Product Page,1
"Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)",Periodic popup,Social Proof,Activity Notification,Product Page,1
Someone in Red Cliffs bought a RHK Yamaha YZ/YZF/WRF 99-16 Blue Pursuit Footpegs 3 minutes ago,Periodic popup,Social Proof,Activity Notification,Product Page,1
This product was viewed 26 seconds ago by someone from Princeton,Popup left bottom corner,Social Proof,Activity Notification,Product Page,1
"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Carol in St. Louis, Missouri bought Original USB Charging Anti-Theft Backpack",Periodic popup,Social Proof,Activity Notification,Product Page,1
8 people have this in their bag right now.,Product image,Social Proof,Activity Notification,Product Page,1
Purchased 100+ times in the last few days.,Product image,Social Proof,Activity Notification,Product Page,1
Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,Periodic popup,Social Proof,Activity Notification,Product Page,1
"Carl F. from Fort Ann, NY bought a King",Periodic popup,Social Proof,Activity Notification,Product Page,1
1 people are viewing this currently,Product detail. Randomized.,Social Proof,Activity Notification,Product Page,1
92 customers bought this in the last 48 hours,Product image,Social Proof,Activity Notification,Product Page,1
62 people have looked at this item in the last few hours.,Product image,Social Proof,Activity Notification,Product Page,1
13 people have added this to their cart,Product detail,Social Proof,Activity Notification,Product Page,1
"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago          ",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",Periodic popup,Social Proof,Activity Notification,Product Page,1
Leslie in USA just Purchased Special Design Exclusive Handmade Silver Ring,Periodic popup,Social Proof,Activity Notification,Product Page,1
135 people have this in their cart,Product detail,Social Proof,Activity Notification,Cart Page,1
Add to Wish List(13 People Have Added),Product detail,Social Proof,Activity Notification,Product Page,1
77 PEOPLE LIKE THIS,Product detail,Social Proof,Activity Notification,Product Page,1
43 added to bag in the last 48hrs,Product image,Social Proof,Activity Notification,Product Page,1
"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",Ticker at the top of the page,Social Proof,Activity Notification,Product Page,1
Over 200 views in 24 hrs,Product detail ,Social Proof,Activity Notification,Product Page,1
227 Bought Already,Product detail,Social Proof,Activity Notification,Product Page,1
POPULAR 62 others checked this out in the last few hours.,Product detail,Social Proof,Activity Notification,Product Page,1
POPULAR 64 others checked this out in the last few hours.,Product detail,Social Proof,Activity Notification,Product Page,1
"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Someone in Cashmere bought a 
RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
Viewed 744 times today,Product detail,Social Proof,Activity Notification,Product Page,1
"2,229 people have viewed this item",Popup right side,Social Proof,Activity Notification,Product Page,1
715 people have added this item to cart,Popup right side,Social Proof,Activity Notification,Product Page,1
71 people have purchased this item,Popup right side,Social Proof,Activity Notification,Product Page,1
12 customers viewed this product today!,Right corner,Social Proof,Activity Notification,Product Page,1
"Nancy in Pennsylvania purchased 24"" Italian Sterling Silver Milano Twist Adjustable Chain",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Armin Dinovic bought 10M Runescape 3 Gold Order total: 3,70€ About 10 seconds ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Trey in Columbia, United States purchased Leather Cord Capsule",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
6 customers have this in their basket,Product image,Social Proof,Activity Notification,Product Page,1
7 customers have this in their basket,Product image,Social Proof,Activity Notification,Product Page,1
6 customers have this in their basket,Product image,Social Proof,Activity Notification,Product Page,1
Someone in Boling Iago Texas United States Purchased Seek Discomfort Sketch White iPhone Case 5 hours ago,Periodoc popup,Social Proof,Activity Notification,Product Page,1
Selling fast! Add to bag 7 times in the last 48 hours.,Product image. Top right corner.,Social Proof,Activity Notification,Product Page,1
228 People Have Viewed This Product Recently!,Product detail,Social Proof,Activity Notification,Product Page,1
"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",Periodic popup,Social Proof,Activity Notification,Product Page,1
jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago,Periodic popup,Social Proof,Activity Notification,Product Page,1
3 other people are currently viewing this item.,Product detail,Social Proof,Activity Notification,Product Page,1
"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago",Periodic popup. Fake messages.,Social Proof,Activity Notification,Product Page,1
"Michael in Pontiac, United States purchased a  ",Periodic popup. Need to wait for a bit. Appears in bottom left as others.,Social Proof,Activity Notification,Product Page,1
